business_id,date,violation_type_id,risk_category,description
61789,"20121105",103120,"Moderate Risk","Moderate risk food holding temperature "
61789,"20121105",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61789,"20121105",103102,"High Risk","Unclean hands or improper use of gloves"
61789,"20121105",103161,"Low Risk","Low risk vermin infestation"
61789,"20120423",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61789,"20120423",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61789,"20120423",103142,"Low Risk","Unclean nonfood contact surfaces"
61789,"20120423",103131,"Moderate Risk","Moderate risk vermin infestation"
61789,"20120423",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
61789,"20120423",103120,"Moderate Risk","Moderate risk food holding temperature "
61789,"20120423",103108,"High Risk","Contaminated or adulterated food"
61789,"20140304",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61789,"20140304",103114,"High Risk","High risk vermin infestation"
61789,"20140304",103142,"Low Risk","Unclean nonfood contact surfaces"
61789,"20140304",103102,"High Risk","Unclean hands or improper use of gloves"
61789,"20140304",103108,"High Risk","Contaminated or adulterated food"
61789,"20140304",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61799,"20140602",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61799,"20140602",103120,"Moderate Risk","Moderate risk food holding temperature "
61799,"20140602",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61799,"20140602",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61799,"20140602",103139,"Low Risk","Improper food storage"
61799,"20130416",103142,"Low Risk","Unclean nonfood contact surfaces"
61799,"20130416",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61799,"20130416",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61799,"20130416",103131,"Moderate Risk","Moderate risk vermin infestation"
61799,"20130416",103139,"Low Risk","Improper food storage"
61799,"20130416",103133,"Moderate Risk","Foods not protected from contamination"
61799,"20131101",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61799,"20131101",103108,"High Risk","Contaminated or adulterated food"
61799,"20131101",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61799,"20131101",103133,"Moderate Risk","Foods not protected from contamination"
61799,"20131101",103142,"Low Risk","Unclean nonfood contact surfaces"
61799,"20131101",103150,"Low Risk","Improper or defective plumbing"
61799,"20131101",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61799,"20131101",103103,"High Risk","High risk food holding temperature "
61799,"20120420",103139,"Low Risk","Improper food storage"
61799,"20120420",103114,"High Risk","High risk vermin infestation"
61799,"20120420",103142,"Low Risk","Unclean nonfood contact surfaces"
61799,"20120420",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61799,"20120420",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61799,"20120420",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61799,"20120821",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61799,"20120821",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61799,"20120821",103142,"Low Risk","Unclean nonfood contact surfaces"
61799,"20120821",103139,"Low Risk","Improper food storage"
61799,"20120821",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61799,"20120821",103156,"Low Risk","Permit license or inspection report not posted"
61799,"20120821",103131,"Moderate Risk","Moderate risk vermin infestation"
61799,"20120821",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61799,"20120821",103103,"High Risk","High risk food holding temperature "
61802,"20130204",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
61802,"20130204",103123,"Moderate Risk","Food in poor condition"
61802,"20140305",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61802,"20140305",103118,"Moderate Risk","Employee eating or smoking"
61802,"20140305",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
61802,"20140305",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
61806,"20140428",103157,"Low Risk","Food safety certificate or food handler card not available"
61806,"20141010",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61816,"20140620",103103,"High Risk","High risk food holding temperature "
61816,"20130122",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61816,"20130122",103150,"Low Risk","Improper or defective plumbing"
61816,"20130122",103139,"Low Risk","Improper food storage"
61816,"20130122",103120,"Moderate Risk","Moderate risk food holding temperature "
61816,"20130122",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61816,"20131122",103156,"Low Risk","Permit license or inspection report not posted"
61816,"20131122",103142,"Low Risk","Unclean nonfood contact surfaces"
61816,"20131122",103139,"Low Risk","Improper food storage"
61816,"20131122",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61816,"20131122",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61816,"20131122",103105,"High Risk","Improper cooling methods"
61816,"20131122",103103,"High Risk","High risk food holding temperature "
61816,"20120521",103139,"Low Risk","Improper food storage"
61816,"20120521",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
61816,"20120521",103133,"Moderate Risk","Foods not protected from contamination"
61816,"20120521",103142,"Low Risk","Unclean nonfood contact surfaces"
61816,"20120521",103132,"Moderate Risk","Improper thawing methods "
61816,"20140327",103159,"Low Risk","Worker safety hazards"
61816,"20140327",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61816,"20140327",103142,"Low Risk","Unclean nonfood contact surfaces"
61816,"20140327",103133,"Moderate Risk","Foods not protected from contamination"
61823,"20130829",103103,"High Risk","High risk food holding temperature "
61823,"20130829",103142,"Low Risk","Unclean nonfood contact surfaces"
61823,"20130829",103147,"Low Risk","Inadequate ventilation or lighting"
61823,"20130201",103131,"Moderate Risk","Moderate risk vermin infestation"
61823,"20130131",103114,"High Risk","High risk vermin infestation"
61823,"20130131",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61823,"20130131",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61823,"20130131",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61823,"20130131",103123,"Moderate Risk","Food in poor condition"
61823,"20120315",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61856,"20141114",103145,"Low Risk","Improper storage of equipment utensils or linens"
61856,"20141114",103156,"Low Risk","Permit license or inspection report not posted"
61856,"20141114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61856,"20130815",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61856,"20130815",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
61856,"20130815",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61856,"20130815",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
61856,"20120323",103156,"Low Risk","Permit license or inspection report not posted"
61856,"20120323",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61856,"20120323",103157,"Low Risk","Food safety certificate or food handler card not available"
61856,"20140409",103139,"Low Risk","Improper food storage"
61856,"20140409",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61861,"20130423",103139,"Low Risk","Improper food storage"
61861,"20130423",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61861,"20120911",103105,"High Risk","Improper cooling methods"
61861,"20120911",103133,"Moderate Risk","Foods not protected from contamination"
61861,"20140324",103157,"Low Risk","Food safety certificate or food handler card not available"
61861,"20140324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61861,"20140324",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61861,"20140324",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61915,"20140916",103148,"Low Risk","No thermometers or uncalibrated thermometers "
61915,"20140916",103103,"High Risk","High risk food holding temperature "
61915,"20130404",103143,"Low Risk","Inadequate warewashing facilities or equipment"
61915,"20130404",103103,"High Risk","High risk food holding temperature "
61915,"20130404",103142,"Low Risk","Unclean nonfood contact surfaces"
61915,"20130404",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61915,"20120426",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61915,"20120426",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61915,"20120426",103141,"Low Risk","Improper food labeling or menu misrepresentation"
61915,"20120426",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61915,"20140205",103120,"Moderate Risk","Moderate risk food holding temperature "
61922,"20141124",103147,"Low Risk","Inadequate ventilation or lighting"
61922,"20141124",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61922,"20141124",103139,"Low Risk","Improper food storage"
61922,"20141124",103125,"Moderate Risk","Noncompliance with shell fish tags or display"
61922,"20141124",103157,"Low Risk","Food safety certificate or food handler card not available"
61922,"20141124",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61922,"20141124",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
61922,"20141124",103114,"High Risk","High risk vermin infestation"
61922,"20130718",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61922,"20130718",103157,"Low Risk","Food safety certificate or food handler card not available"
61922,"20130718",103147,"Low Risk","Inadequate ventilation or lighting"
61922,"20130718",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61922,"20130718",103139,"Low Risk","Improper food storage"
61922,"20120307",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61922,"20120307",103139,"Low Risk","Improper food storage"
61922,"20120307",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61922,"20140311",103147,"Low Risk","Inadequate ventilation or lighting"
61922,"20140311",103150,"Low Risk","Improper or defective plumbing"
61922,"20140311",103120,"Moderate Risk","Moderate risk food holding temperature "
61923,"20140410",103112,"High Risk","No hot water or running water"
61953,"20150115",103138,"Low Risk","Improper storage use or identification of toxic substances"
61953,"20150115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61953,"20150115",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61953,"20150115",103102,"High Risk","Unclean hands or improper use of gloves"
61953,"20150115",103133,"Moderate Risk","Foods not protected from contamination"
61953,"20150115",103114,"High Risk","High risk vermin infestation"
61953,"20150115",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
61953,"20120320",103123,"Moderate Risk","Food in poor condition"
61953,"20121001",103131,"Moderate Risk","Moderate risk vermin infestation"
61959,"20130703",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61959,"20130703",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61959,"20130703",103156,"Low Risk","Permit license or inspection report not posted"
61959,"20120619",103132,"Moderate Risk","Improper thawing methods "
61959,"20120619",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61959,"20140207",103139,"Low Risk","Improper food storage"
61959,"20140207",103156,"Low Risk","Permit license or inspection report not posted"
61959,"20140207",103158,"Low Risk","Unpermitted food facility"
61959,"20140207",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61976,"20140529",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
61976,"20140529",103162,"Low Risk","Other low risk violation"
61976,"20150203",103142,"Low Risk","Unclean nonfood contact surfaces"
61976,"20130924",103142,"Low Risk","Unclean nonfood contact surfaces"
61976,"20121130",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61976,"20121130",103142,"Low Risk","Unclean nonfood contact surfaces"
61976,"20121130",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
61976,"20121130",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
61976,"20121130",103156,"Low Risk","Permit license or inspection report not posted"
61989,"20140410",103109,"High Risk","Unclean or unsanitary food contact surfaces"
61989,"20140410",103105,"High Risk","Improper cooling methods"
61989,"20140410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
61989,"20140410",103120,"Moderate Risk","Moderate risk food holding temperature "
61989,"20140410",103150,"Low Risk","Improper or defective plumbing"
62000,"20140825",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62000,"20121204",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62000,"20121204",103150,"Low Risk","Improper or defective plumbing"
62000,"20130501",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62000,"20130501",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62000,"20130501",103118,"Moderate Risk","Employee eating or smoking"
62000,"20130501",103162,"Low Risk","Other low risk violation"
62000,"20131125",103142,"Low Risk","Unclean nonfood contact surfaces"
62000,"20131125",103138,"Low Risk","Improper storage use or identification of toxic substances"
62000,"20120508",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62000,"20120508",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62000,"20120508",103139,"Low Risk","Improper food storage"
62010,"20140421",103120,"Moderate Risk","Moderate risk food holding temperature "
62051,"20140602",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
62051,"20140602",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62051,"20140602",103157,"Low Risk","Food safety certificate or food handler card not available"
62051,"20140602",103120,"Moderate Risk","Moderate risk food holding temperature "
62051,"20130528",103138,"Low Risk","Improper storage use or identification of toxic substances"
62051,"20130528",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62051,"20130528",103157,"Low Risk","Food safety certificate or food handler card not available"
62051,"20130528",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62053,"20140805",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62053,"20140805",103133,"Moderate Risk","Foods not protected from contamination"
62053,"20130617",103139,"Low Risk","Improper food storage"
62053,"20130617",103120,"Moderate Risk","Moderate risk food holding temperature "
62053,"20130617",103142,"Low Risk","Unclean nonfood contact surfaces"
62053,"20130617",103145,"Low Risk","Improper storage of equipment utensils or linens"
62053,"20130617",103131,"Moderate Risk","Moderate risk vermin infestation"
62053,"20120806",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62053,"20120806",103103,"High Risk","High risk food holding temperature "
62053,"20140127",103139,"Low Risk","Improper food storage"
62053,"20140127",103120,"Moderate Risk","Moderate risk food holding temperature "
62053,"20140127",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62053,"20140127",103131,"Moderate Risk","Moderate risk vermin infestation"
62056,"20130801",103156,"Low Risk","Permit license or inspection report not posted"
62056,"20130801",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62056,"20130801",103131,"Moderate Risk","Moderate risk vermin infestation"
62056,"20121212",103156,"Low Risk","Permit license or inspection report not posted"
62056,"20121212",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62056,"20121212",103131,"Moderate Risk","Moderate risk vermin infestation"
62056,"20140206",103157,"Low Risk","Food safety certificate or food handler card not available"
62056,"20140206",103120,"Moderate Risk","Moderate risk food holding temperature "
62056,"20140206",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62057,"20140520",103133,"Moderate Risk","Foods not protected from contamination"
62057,"20130128",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62057,"20130128",103157,"Low Risk","Food safety certificate or food handler card not available"
62057,"20130128",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62057,"20130128",103142,"Low Risk","Unclean nonfood contact surfaces"
62057,"20130128",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
62057,"20130128",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62057,"20130128",103112,"High Risk","No hot water or running water"
62057,"20130222",103139,"Low Risk","Improper food storage"
62057,"20130222",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62057,"20120625",103157,"Low Risk","Food safety certificate or food handler card not available"
62057,"20120625",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
62057,"20120625",103139,"Low Risk","Improper food storage"
62057,"20120625",103138,"Low Risk","Improper storage use or identification of toxic substances"
62057,"20120625",103132,"Moderate Risk","Improper thawing methods "
62057,"20120625",103108,"High Risk","Contaminated or adulterated food"
62057,"20140318",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62057,"20140318",103157,"Low Risk","Food safety certificate or food handler card not available"
62060,"20150203",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62060,"20150203",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62060,"20150203",103138,"Low Risk","Improper storage use or identification of toxic substances"
62060,"20130715",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62060,"20121218",103114,"High Risk","High risk vermin infestation"
62060,"20140116",103147,"Low Risk","Inadequate ventilation or lighting"
62064,"20140711",103120,"Moderate Risk","Moderate risk food holding temperature "
62064,"20140711",103131,"Moderate Risk","Moderate risk vermin infestation"
62064,"20140711",103156,"Low Risk","Permit license or inspection report not posted"
62064,"20140711",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62064,"20130211",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62064,"20130211",103114,"High Risk","High risk vermin infestation"
62064,"20130211",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62064,"20130211",103143,"Low Risk","Inadequate warewashing facilities or equipment"
62064,"20130211",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62064,"20130211",103156,"Low Risk","Permit license or inspection report not posted"
62064,"20130211",103157,"Low Risk","Food safety certificate or food handler card not available"
62064,"20140108",103114,"High Risk","High risk vermin infestation"
62064,"20140108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62064,"20140108",103133,"Moderate Risk","Foods not protected from contamination"
62064,"20140108",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62064,"20140108",103108,"High Risk","Contaminated or adulterated food"
62067,"20140605",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62067,"20140605",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62067,"20140605",103143,"Low Risk","Inadequate warewashing facilities or equipment"
62067,"20130603",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62067,"20130603",103139,"Low Risk","Improper food storage"
62069,"20150112",103162,"Low Risk","Other low risk violation"
62069,"20150112",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62069,"20150112",103133,"Moderate Risk","Foods not protected from contamination"
62069,"20130326",103129,"Moderate Risk","Insufficient hot water or running water"
62069,"20130326",103132,"Moderate Risk","Improper thawing methods "
62069,"20130326",103156,"Low Risk","Permit license or inspection report not posted"
62069,"20120719",103133,"Moderate Risk","Foods not protected from contamination"
62072,"20130722",103110,"High Risk","Unapproved food source"
62072,"20130722",103120,"Moderate Risk","Moderate risk food holding temperature "
62072,"20140122",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62072,"20120328",103133,"Moderate Risk","Foods not protected from contamination"
62072,"20120727",103133,"Moderate Risk","Foods not protected from contamination"
62072,"20120727",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62072,"20120727",103110,"High Risk","Unapproved food source"
62140,"20140520",103114,"High Risk","High risk vermin infestation"
62140,"20140520",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62140,"20130618",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62140,"20130110",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
62140,"20130110",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62140,"20130110",103157,"Low Risk","Food safety certificate or food handler card not available"
62140,"20120222",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62140,"20120222",103138,"Low Risk","Improper storage use or identification of toxic substances"
62140,"20120222",103120,"Moderate Risk","Moderate risk food holding temperature "
62140,"20120222",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62176,"20140416",103114,"High Risk","High risk vermin infestation"
62176,"20130722",103103,"High Risk","High risk food holding temperature "
62176,"20130722",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62176,"20130722",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62176,"20130722",103148,"Low Risk","No thermometers or uncalibrated thermometers "
62176,"20120912",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62176,"20120912",103133,"Moderate Risk","Foods not protected from contamination"
62176,"20120912",103120,"Moderate Risk","Moderate risk food holding temperature "
62176,"20140318",103131,"Moderate Risk","Moderate risk vermin infestation"
62176,"20140318",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62178,"20130226",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62178,"20130226",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62178,"20130226",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62178,"20120621",103148,"Low Risk","No thermometers or uncalibrated thermometers "
62178,"20120621",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62178,"20120621",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62178,"20120621",103120,"Moderate Risk","Moderate risk food holding temperature "
62178,"20140228",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62178,"20140228",103102,"High Risk","Unclean hands or improper use of gloves"
62178,"20140228",103103,"High Risk","High risk food holding temperature "
62178,"20140228",103108,"High Risk","Contaminated or adulterated food"
62178,"20140228",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62179,"20140613",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
62179,"20130213",103102,"High Risk","Unclean hands or improper use of gloves"
62179,"20130213",103103,"High Risk","High risk food holding temperature "
62179,"20130213",103131,"Moderate Risk","Moderate risk vermin infestation"
62179,"20131105",103142,"Low Risk","Unclean nonfood contact surfaces"
62212,"20130606",103105,"High Risk","Improper cooling methods"
62212,"20130606",103142,"Low Risk","Unclean nonfood contact surfaces"
62212,"20121108",103142,"Low Risk","Unclean nonfood contact surfaces"
62212,"20121108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62251,"20140523",103145,"Low Risk","Improper storage of equipment utensils or linens"
62277,"20140422",103120,"Moderate Risk","Moderate risk food holding temperature "
62277,"20140422",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62277,"20130325",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62277,"20130325",103162,"Low Risk","Other low risk violation"
62298,"20140813",103139,"Low Risk","Improper food storage"
62298,"20140813",103138,"Low Risk","Improper storage use or identification of toxic substances"
62298,"20130108",103139,"Low Risk","Improper food storage"
62298,"20130108",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62298,"20130108",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62298,"20120601",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62298,"20120601",103156,"Low Risk","Permit license or inspection report not posted"
62298,"20120601",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62298,"20120601",103139,"Low Risk","Improper food storage"
62298,"20140206",103139,"Low Risk","Improper food storage"
62298,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
62298,"20140206",103145,"Low Risk","Improper storage of equipment utensils or linens"
62308,"20120315",103120,"Moderate Risk","Moderate risk food holding temperature "
62308,"20120315",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62308,"20120925",103131,"Moderate Risk","Moderate risk vermin infestation"
62308,"20120925",103120,"Moderate Risk","Moderate risk food holding temperature "
62308,"20120925",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62308,"20120925",103147,"Low Risk","Inadequate ventilation or lighting"
62316,"20130430",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62316,"20131016",103156,"Low Risk","Permit license or inspection report not posted"
62316,"20131016",103120,"Moderate Risk","Moderate risk food holding temperature "
62316,"20131016",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62316,"20120424",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62316,"20120424",103156,"Low Risk","Permit license or inspection report not posted"
62316,"20121011",103156,"Low Risk","Permit license or inspection report not posted"
62316,"20121011",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62316,"20121011",103145,"Low Risk","Improper storage of equipment utensils or linens"
62316,"20140307",103156,"Low Risk","Permit license or inspection report not posted"
62316,"20140307",103145,"Low Risk","Improper storage of equipment utensils or linens"
62327,"20140429",103147,"Low Risk","Inadequate ventilation or lighting"
62327,"20140429",103103,"High Risk","High risk food holding temperature "
62327,"20140429",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62327,"20140429",103133,"Moderate Risk","Foods not protected from contamination"
62327,"20130619",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62327,"20130619",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62327,"20130619",103103,"High Risk","High risk food holding temperature "
62327,"20121220",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62327,"20121220",103129,"Moderate Risk","Insufficient hot water or running water"
62327,"20121220",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
62327,"20121220",103138,"Low Risk","Improper storage use or identification of toxic substances"
62327,"20120524",103138,"Low Risk","Improper storage use or identification of toxic substances"
62327,"20120524",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62330,"20140429",103105,"High Risk","Improper cooling methods"
62330,"20140429",103109,"High Risk","Unclean or unsanitary food contact surfaces"
62330,"20140429",103120,"Moderate Risk","Moderate risk food holding temperature "
62330,"20140429",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62330,"20140429",103161,"Low Risk","Low risk vermin infestation"
62330,"20140429",103133,"Moderate Risk","Foods not protected from contamination"
62330,"20130429",103113,"High Risk","Sewage or wastewater contamination"
62330,"20130429",103142,"Low Risk","Unclean nonfood contact surfaces"
62330,"20130429",103105,"High Risk","Improper cooling methods"
62330,"20130515",103102,"High Risk","Unclean hands or improper use of gloves"
62330,"20130429",103123,"Moderate Risk","Food in poor condition"
62330,"20130429",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62330,"20130429",103120,"Moderate Risk","Moderate risk food holding temperature "
62334,"20140627",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62334,"20140627",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62334,"20121211",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62334,"20121211",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62334,"20120306",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62334,"20120306",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62357,"20130806",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62357,"20130806",103112,"High Risk","No hot water or running water"
62357,"20130806",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
62357,"20130806",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62357,"20130129",103112,"High Risk","No hot water or running water"
62357,"20130129",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
62357,"20130129",103132,"Moderate Risk","Improper thawing methods "
62357,"20130129",103157,"Low Risk","Food safety certificate or food handler card not available"
62357,"20130129",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62357,"20120320",103170,"High Risk","Mobile food facility not operating with an approved commissary"
62357,"20120320",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
62357,"20120320",103132,"Moderate Risk","Improper thawing methods "
62357,"20140410",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
62357,"20140410",103147,"Low Risk","Inadequate ventilation or lighting"
62357,"20140410",103103,"High Risk","High risk food holding temperature "
